Date,Open,High,Low,Close,Adj Close,Volume
2023-03-29,76.849998,77.550003,76.650002,76.900002,76.900002,9921198
2023-03-31,77.300003,78.349998,77.199997,77.900002,77.900002,9748505
2023-04-03,77.250000,78.250000,76.900002,77.500000,77.500000,11416090
2023-04-05,78.050003,78.250000,77.000000,77.150002,77.150002,6867318
2023-04-06,77.150002,77.849998,76.900002,77.699997,77.699997,5063531
2023-04-10,77.699997,78.199997,77.400002,77.800003,77.800003,5706517
2023-04-11,77.800003,78.099998,77.650002,77.900002,77.900002,2998570
2023-04-12,77.900002,78.199997,77.550003,78.000000,78.000000,4182972
2023-04-13,78.000000,78.150002,77.000000,77.199997,77.199997,6411454
2023-04-17,77.199997,77.449997,76.800003,77.250000,77.250000,7736935
2023-04-18,77.199997,78.099998,77.199997,78.000000,78.000000,5096362
2023-04-19,77.949997,78.750000,77.699997,78.550003,78.550003,7940271
2023-04-20,78.900002,79.099998,78.099998,78.199997,78.199997,7789377
2023-04-21,78.750000,78.750000,77.849998,78.250000,78.250000,5001767
2023-04-24,78.300003,78.599998,77.949997,78.250000,78.250000,7060879
2023-04-25,78.250000,78.849998,78.050003,78.449997,78.449997,4656411
2023-04-26,78.349998,78.849998,78.150002,78.449997,78.449997,5090493
2023-04-27,78.550003,80.750000,78.550003,80.449997,80.449997,17036886
2023-04-28,80.949997,81.550003,80.400002,81.400002,81.400002,11996476
2023-05-02,81.750000,82.699997,81.400002,82.150002,82.150002,11768608
2023-05-03,82.449997,83.599998,82.449997,82.699997,82.699997,12067736
2023-05-04,83.099998,84.500000,82.900002,83.300003,83.300003,15811123
2023-05-05,83.300003,83.449997,82.400002,82.800003,82.800003,5895640
2023-05-08,83.000000,83.449997,82.400002,83.250000,83.250000,6051050
2023-05-09,83.750000,84.300003,83.500000,84.000000,84.000000,7286472
2023-05-10,84.500000,84.599998,83.849998,84.250000,84.250000,7349573
2023-05-11,84.300003,84.449997,83.800003,83.949997,83.949997,4455253
2023-05-12,83.849998,84.150002,83.349998,83.550003,83.550003,4700410
2023-05-15,83.800003,84.550003,83.550003,84.199997,84.199997,7167177
2023-05-16,85.400002,87.650002,85.000000,87.000000,87.000000,44298431
2023-05-17,87.800003,88.599998,87.300003,87.550003,87.550003,20861152
